address,price_in_dollars,number_of_bedrooms,number_of_baths,area in sq.meter,city,state
2235 Broadway St,959990,5.0,4.0,264.86436269044964,Nolensville,Tennessee
2227 Broadway Street,889990,5.0,4.0,286.51059085841695,Nolensville,Tennessee
1008 Stoneleigh Ln,584900,4.0,4.0,211.63136380527686,Nolensville,Tennessee
2801 McCanless Rd,295000,,,,Nolensville,Tennessee
109 Cureton Court,1499900,5.0,6.0,414.52991452991455,Nolensville,Tennessee
4058 Addie Francis Drive,924990,4.0,4.0,238.9446302489781,Nolensville,Tennessee
4050 Addie Francis Drive,899990,4.0,4.0,245.72649572649573,Nolensville,Tennessee
4054 Addie Francis Drive,849990,4.0,4.0,247.02712746191008,Nolensville,Tennessee
"Nolensville, 37135",734990,3.0,2.0,200.11148272017837,Nolensville,Tennessee
"Nolensville, 37135",759990,3.0,3.0,233.83500557413603,Nolensville,Tennessee
"Nolensville, 37135",659990,3.0,3.0,166.38795986622074,Nolensville,Tennessee
"Nolensville, 37135",649990,3.0,3.0,194.07283537718322,Nolensville,Tennessee
"Nolensville, 37135",599990,3.0,2.0,140.0037160906726,Nolensville,Tennessee
"Nolensville, 37135",754990,4.0,3.0,238.9446302489781,Nolensville,Tennessee
"Nolensville, 37135",718900,3.0,3.0,247.49163879598663,Nolensville,Tennessee
"Nolensville, 37135",754900,3.0,3.0,270.8101077666295,Nolensville,Tennessee
"Nolensville, 37135",757900,4.0,4.0,301.0033444816054,Nolensville,Tennessee
"Nolensville, 37135",791900,4.0,4.0,318.2831661092531,Nolensville,Tennessee
"Nolensville, 37135",802900,4.0,4.0,322.5566703827574,Nolensville,Tennessee
"Nolensville, 37135",813900,4.0,5.0,335.65589000371614,Nolensville,Tennessee
"Nolensville, 37135",820900,5.0,5.0,340.6726124117429,Nolensville,Tennessee
"Nolensville, 37135",789990,4.0,3.0,267.2798216276477,Nolensville,Tennessee
"Nolensville, 37135",689990,3.0,2.0,157.00483091787441,Nolensville,Tennessee
2060 Bocage Cir,1249900,4.0,4.0,355.81568190263846,Nolensville,Tennessee
25 City Terrace,240000,1.0,1.0,147.1571906354515,Newburgh,New york
502 Barclay Manor 5B,85000,1.0,1.0,59.271646228167974,Newburgh,New york
11 Yeoman Road,400000,3.0,2.0,146.78558156819028,Newburgh,New york
29 Loscerbo Lane,420000,4.0,3.0,297.4730583426236,Newburgh,New york
8 Bellevue Road,274999,2.0,1.0,84.44816053511707,Newburgh,New york
18 Homewood Avenue,279000,3.0,1.0,89.18617614269789,Newburgh,New york
221 Dubois Street,260000,4.0,3.0,155.70419918246006,Newburgh,New york
25 Dubois Street,325000,9.0,2.0,241.54589371980677,Newburgh,New york
217 Dubois Street,275000,4.0,2.0,182.64585655890005,Newburgh,New york
11 Benkard Avenue,379999,9.0,3.0,299.33110367892976,Newburgh,New york
14 Distillery Path,549900,3.0,2.0,313.45224823485694,Newburgh,New york
1478 Route 300,525000,4.0,2.0,182.92456335934597,Newburgh,New york
81 Liberty Wh Street,657000,7.0,3.0,253.06577480490526,Newburgh,New york
10 Westwood Drive,320000,3.0,1.0,89.18617614269789,Newburgh,New york
1 Gusty Road,329000,3.0,1.0,88.25715347454478,Newburgh,New york
185 N Miller Street,170000,3.0,2.0,165.55183946488296,Newburgh,New york
74 Liberty Street Wh,480000,4.0,,238.38721664808622,Newburgh,New york
274 Gardnertown Road,325000,3.0,1.0,128.9483463396507,Newburgh,New york
35 Cocoa Lane,410000,3.0,2.0,160.25641025641028,Newburgh,New york
28 Cedar Court,389000,4.0,3.0,199.18246005202528,Newburgh,New york
8 Central Avenue,698000,9.0,,327.0159791898923,Newburgh,New york
462 Liberty Street,474000,7.0,2.0,115.94202898550725,Newburgh,New york
32 Hudson View Terrace,235000,2.0,1.0,99.77703455964325,Newburgh,New york
1050 Maggie Road 1311,350000,2.0,2.0,111.48272017837236,Newburgh,New york
801 Broadway,249000,4.0,1.0,127.46191007060573,Newburgh,New york
913 River Road,169000,4.0,1.0,166.48086213303606,Newburgh,New york
288-292 Lakeside Road,599900,6.0,3.0,196.20958751393536,Newburgh,New york
54 Rock Cut Rd,349000,3.0,2.0,248.42066146413973,Newburgh,New york
12 Town Line Road,339900,3.0,2.0,191.75027870680046,Newburgh,New york
72 Chestnut Lane,320000,2.0,1.0,170.01114827201783,Newburgh,New york
244 Liberty Street,500000,7.0,3.0,312.9877369007804,Newburgh,New york
142 Locust Lane,429000,4.0,3.0,234.48532144184318,Newburgh,New york
3 Distillery Path,534999,3.0,3.0,202.8985507246377,Newburgh,New york
7 Echo Lane,499999,4.0,3.0,305.27684875510965,Newburgh,New york
75 Liberty Street Wh,539000,4.0,3.0,303.23299888517283,Newburgh,New york
2 Balmville Road,795000,7.0,3.0,376.34708286882204,Newburgh,New york
135 Dogwood Lane,595000,4.0,3.0,263.93534002229654,Newburgh,New york
67 Susan Drive,1995000,6.0,6.0,836.7707172054999,Newburgh,New york
18 Breezy Knoll Drive,389900,3.0,2.0,203.17725752508363,Newburgh,New york
195 Montgomery Street,560000,4.0,3.0,149.7584541062802,Newburgh,New york
5 Queens Way,400000,4.0,3.0,196.76700111482722,Newburgh,New york
381 Lakeside Road,1495000,3.0,2.0,205.77852099591232,Newburgh,New york
17 Orchard Heights Drive,374999,3.0,1.0,121.14455592716463,Newburgh,New york
61 Delaware Road,385000,4.0,3.0,183.01746562616128,Newburgh,New york
253 3rd Street,349900,5.0,2.0,198.81085098476404,Newburgh,New york
15 Gail Place,459000,4.0,2.0,210.51653660349314,Newburgh,New york
63 Hy Vue Drive,599999,4.0,3.0,266.7224080267559,Newburgh,New york
225 Montgomery Street,750000,6.0,3.0,332.8688219992568,Newburgh,New york
48 Wesley Court,529000,4.0,4.0,266.53660349312526,Newburgh,New york
106 Carson Avenue,325000,5.0,3.0,169.453734671126,Newburgh,New york
91 Dubois Street,225000,3.0,2.0,284.3738387216648,Newburgh,New york
515 Park Avenue,299000,3.0,2.0,85.84169453734671,Newburgh,New york
4 Ashwood Terrace,399000,3.0,3.0,174.47045707915274,Newburgh,New york
145 Chambers Street,249900,3.0,2.0,214.60423634336678,Newburgh,New york
2 Christie Road,339900,4.0,2.0,162.20735785953178,Newburgh,New york
22 Memorial Drive,339000,4.0,2.0,200.39018952062432,Newburgh,New york
215 Colden Hill Road,534999,4.0,3.0,165.36603493125233,Newburgh,New york
281 Powell Avenue,349900,3.0,2.0,140.46822742474916,Newburgh,New york
23 Stacy Lee Drive,529000,4.0,3.0,241.54589371980677,Newburgh,New york
70 Leroy Place,785000,4.0,3.0,244.98327759197326,Newburgh,New york
18 Old South Plank Road,479999,3.0,2.0,219.8996655518395,Newburgh,New york
151 N Fostertown Drive,550000,3.0,4.0,429.9516908212561,Newburgh,New york
284 Liberty Street,545000,3.0,3.0,275.9197324414716,Newburgh,New york
4 Deer Run Road,460000,4.0,2.0,243.4968413229283,Newburgh,New york
44 Winona Avenue,329700,3.0,1.0,102.74990709773319,Newburgh,New york
240 Colden Hill Road,499900,4.0,3.0,175.0278706800446,Newburgh,New york
174 Orchard Street,259900,3.0,1.0,109.62467484206616,Newburgh,New york
129 Johnston Street,160000,7.0,3.0,300.81753994797475,Newburgh,New york
1506 Cortland Drive 15F,149000,2.0,1.0,83.61204013377927,Newburgh,New york
1506 Cortland,149000,2.0,1.0,80.2675585284281,Newburgh,New york
113-115 Chambers Street,549000,9.0,3.0,519.1378669639539,Newburgh,New york
594 S Plank Road,209500,3.0,2.0,122.81679672984022,Newburgh,New york
1 Tower Road,424900,3.0,2.0,136.75213675213675,Newburgh,New york
43 Lutheran Street,255000,4.0,2.0,169.453734671126,Newburgh,New york
9 Echo Lane,749000,7.0,5.0,289.7621701969528,Newburgh,New york
162 Dubois Street,225000,1.0,1.0,223.52285395763658,Newburgh,New york
14 Norton Street,230000,3.0,1.0,98.10479375696768,Newburgh,New york
16 Hideaway Lane,550000,4.0,3.0,380.0631735414344,Newburgh,New york
170 Montgomery Street,720000,8.0,4.0,410.3493125232256,Newburgh,New york
11 Hopeview Court,739000,4.0,4.0,427.35042735042737,Newburgh,New york
44 Williams Avenue,525000,4.0,3.0,249.34968413229285,Newburgh,New york
25 Sherman Drive,260000,3.0,2.0,92.9022668153103,Newburgh,New york
21 Loscerbo Lane,575000,4.0,4.0,309.92196209587513,Newburgh,New york
50 Chestnut Lane,300000,3.0,2.0,144.55592716462283,Newburgh,New york
338 Robinson Avenue,279000,3.0,1.0,91.78743961352657,Newburgh,New york
2 Gala Drive,599000,4.0,4.0,278.7068004459309,Newburgh,New york
98 Lattintown Road,278000,3.0,1.0,171.68338907469342,Newburgh,New york
16 Carroll Street,309999,2.0,2.0,159.97770345596433,Newburgh,New york
74 Lander Street,255000,1.0,1.0,227.42474916387962,Newburgh,New york
6 Washington Place,237000,2.0,2.0,84.726867335563,Newburgh,New york
2 Park Place C3D,395000,2.0,2.0,136.84503901895206,Newburgh,New york
5421 Route 9W,339000,1.0,1.0,241.54589371980677,Newburgh,New york
117 Lander Street,125000,1.0,1.0,111.48272017837236,Newburgh,New york
119 Lander Street,125000,1.0,1.0,118.45039018952063,Newburgh,New york
404 Parr Meadow Drive 4D,164447,2.0,1.0,81.75399479747307,Newburgh,New york
86 Johnston Street,245000,5.0,2.0,117.05685618729098,Newburgh,New york
109 Bennett Road,239000,3.0,3.0,211.073950204385,Newburgh,New york
57 Lexington Drive,739000,6.0,5.0,466.462281679673,Newburgh,New york
28 Poplar Street,275000,3.0,2.0,133.77926421404683,Newburgh,New york
1162 Maggie Road 93,300000,2.0,2.0,106.74470457079154,Newburgh,New york
1201 McIntosh Place 12A,129900,2.0,1.0,80.2675585284281,Newburgh,New york
1212 River View Court,589999,2.0,3.0,224.544778892605,Newburgh,New york
29 Sylvan Park Drive,500000,4.0,3.0,246.3768115942029,Newburgh,New york
131 Renwick Street,450000,9.0,3.0,260.8695652173913,Newburgh,New york
127 Locust Lane,499000,4.0,3.0,204.9424005945745,Newburgh,New york
105 Parkview Street S,279900,2.0,1.0,84.54106280193237,Newburgh,New york
105 Parkview S Street,279900,2.0,1.0,84.54106280193237,Newburgh,New york
516 Center Street,329000,3.0,2.0,132.3857302118172,Newburgh,New york
28 N Fostertown Drive,280413,4.0,2.0,117.05685618729098,Newburgh,New york
44 Thompson Street,239900,2.0,1.0,75.80824972129321,Newburgh,New york
147 W Parmenter Street,275000,3.0,2.0,93.64548494983278,Newburgh,New york
87 Cronomer Heights Drive,649000,2.0,2.0,247.2129319955407,Newburgh,New york
87 Cronomer Hts Drive,649000,2.0,2.0,247.2129319955407,Newburgh,New york
228 Carter Avenue,344900,3.0,2.0,166.29505759940542,Newburgh,New york
482 Liberty Street,350000,5.0,2.0,264.3998513563731,Newburgh,New york
22 Loscerbo Lane,599000,3.0,4.0,393.2552954292085,Newburgh,New york
56 Van Ness Street,239000,6.0,2.0,139.35340022296546,Newburgh,New york
228 Grand Street A,500000,1.0,1.0,200.94760312151618,Newburgh,New york
85 Henry Avenue,255000,3.0,2.0,111.48272017837236,Newburgh,New york
28 Wintergreen Avenue,255000,3.0,2.0,151.61649944258642,Newburgh,New york
309 Liberty Street,315000,3.0,3.0,113.80527684875511,Newburgh,New york
446 First Street,285000,3.0,2.0,141.6759568933482,Newburgh,New york
169 Holmes Road,199000,3.0,2.0,205.685618729097,Newburgh,New york
11 Chestnut Street,229900,2.0,1.0,80.2675585284281,Newburgh,New york
65 North Street,344999,3.0,2.0,160.16350798959496,Newburgh,New york
8 10 S Miller Street,675000,15.0,7.0,683.7606837606838,Newburgh,New york
84 Carpenter Avenue,270000,4.0,2.0,166.29505759940542,Newburgh,New york
39 Susan Drive 0,425000,3.0,2.0,121.14455592716463,Newburgh,New york
516 Lakeside Road,699900,5.0,4.0,427.35042735042737,Newburgh,New york
107 Parr Meadow Drive 1G,215000,2.0,1.0,92.9022668153103,Newburgh,New york
165 Lattintown Rd,88000,3.0,2.0,74.32181345224824,Newburgh,New york
26 Nob Circle,299900,3.0,2.0,106.46599777034561,Newburgh,New york
25 Bright Star Dr,599000,6.0,4.0,510.9624674842066,Newburgh,New york
241 Gidney Avenue,224900,2.0,1.0,104.05053883314754,Newburgh,New york
1 Carroll Street,375000,4.0,3.0,148.64362690449647,Newburgh,New york
42 Wesley Court,499500,4.0,3.0,213.768115942029,Newburgh,New york
282 Liberty Street,279000,1.0,1.0,161.64994425863992,Newburgh,New york
5 Lena Lane,459000,3.0,3.0,168.33890746934227,Newburgh,New york
228 Grand Street,500000,1.0,1.0,200.94760312151618,Newburgh,New york
14 5th Avenue,299900,2.0,2.0,97.36157562244519,Newburgh,New york
90 Lander Street,249000,1.0,1.0,228.81828316610927,Newburgh,New york
65 Lander Street,224999,6.0,2.0,159.6060943887031,Newburgh,New york
14 Ohio Drive,400000,4.0,3.0,190.54254923820142,Newburgh,New york
23 Maywood Drive,625000,4.0,3.0,321.6276477146043,Newburgh,New york
218 Renwick Street,309900,3.0,2.0,167.7814938684504,Newburgh,New york
208 Renwick Street,325000,5.0,2.0,166.8524712002973,Newburgh,New york
78 Benkard Avenue,340000,5.0,2.0,182.83166109253068,Newburgh,New york
79 Carson Avenue,289000,4.0,2.0,191.37866963953923,Newburgh,New york
12 Tulip Lane,315000,3.0,1.0,117.05685618729098,Newburgh,New york
28 Flemming Drive,279000,3.0,2.0,92.9022668153103,Newburgh,New york
21 Barton Street,319900,3.0,2.0,98.47640282422891,Newburgh,New york
32 Richman Avenue,299000,4.0,2.0,189.520624303233,Newburgh,New york
39 Susan Dr,425000,3.0,2.0,121.14455592716463,Newburgh,New york
209 Hy Vue Circle,360000,2.0,1.0,138.7959866220736,Newburgh,New york
52 Susan Drive,625000,3.0,3.0,233.92790784095132,Newburgh,New york
157 Robinson Avenue,400000,4.0,2.0,156.0758082497213,Newburgh,New york
165 Lattintown 61,68900,2.0,1.0,72.46376811594203,Newburgh,New york
50 Carson Avenue,305000,5.0,3.0,156.81902638424378,Newburgh,New york
149 W Parmenter Street,95000,2.0,1.0,45.70791527313267,Newburgh,New york
111 Larter Avenue,279000,3.0,2.0,151.24489037532516,Newburgh,New york
449 3rd Street,399500,5.0,2.0,144.92753623188406,Newburgh,New york
3 Pinnacle Boulevard,1350000,4.0,6.0,565.1244890375325,Newburgh,New york
6 Avoca Street,289999,4.0,3.0,182.46005202526942,Newburgh,New york
2 Distillery Path,714900,4.0,5.0,550.6317354143441,Newburgh,New york
4 Chelsea View Terrace,2950000,5.0,8.0,863.3407655146787,Newburgh,New york
16 Hilltop Avenue,315000,3.0,1.0,115.94202898550725,Newburgh,New york
9 Arlington Place,284999,6.0,2.0,165.9234485321442,Newburgh,New york
55 Grove Street,245000,4.0,2.0,158.30546265328874,Newburgh,New york
405 Grand Street,449000,3.0,2.0,259.56893348197696,Newburgh,New york
199 Chambers Street,225000,6.0,2.0,496.2839093273876,Newburgh,New york
52 S Miller Street,424999,9.0,3.0,214.60423634336678,Newburgh,New york
86 N Drury Lane,525000,4.0,3.0,205.31400966183577,Newburgh,New york
299 Liberty Street,550000,7.0,4.0,308.24972129319957,Newburgh,New york
391 Liberty Street,248000,4.0,2.0,185.8045336306206,Newburgh,New york
355 Liberty Street,370000,6.0,3.0,254.55221107395022,Newburgh,New york
58 Fleetwood Drive,595000,4.0,4.0,292.2705314009662,Newburgh,New york
22 Maywood Road,595000,4.0,4.0,292.2705314009662,Newburgh,New york
147 Gidney Avenue,240000,3.0,1.0,106.28019323671498,Newburgh,New york
149 Wisner Avenue,230000,3.0,1.0,116.40654031958381,Newburgh,New york
157 Chambers Street,274900,1.0,1.0,245.26198439241918,Newburgh,New york
170 Carson Avenue,230000,3.0,1.0,160.5351170568562,Newburgh,New york
58 Larter Avenue,119000,2.0,1.0,68.37606837606837,Newburgh,New york
109 Clinton Street,175000,3.0,2.0,104.05053883314754,Newburgh,New york
269 Powell Avenue,185000,3.0,2.0,190.82125603864736,Newburgh,New york
183 North Street,290000,3.0,2.0,120.77294685990339,Newburgh,New york
271 Western Avenue,229000,5.0,,,Albany,New york
70 Frederick Avenue,234900,4.0,2.0,124.30323299888518,Albany,New york
118 N Allen Street,235000,4.0,,178.743961352657,Albany,New york
132 Hamilton Street,207000,4.0,,269.04496469713865,Albany,New york
75 New Shaker Road,439800,3.0,2.0,168.33890746934227,Albany,New york
33 Arcadia Court,249000,2.0,1.0,108.32404310665181,Albany,New york
1290 Broadway,180000,3.0,1.0,137.49535488665924,Albany,New york
44 Alexander Street,199000,6.0,,294.87179487179486,Albany,New york
198 Holmes Dale,399900,4.0,3.0,223.98736529171313,Albany,New york
3 Kakely Street,274900,4.0,4.0,168.7105165366035,Albany,New york
1 Hawthorne Avenue,279900,4.0,3.0,167.22408026755855,Albany,New york
131 Shaker Road,249900,3.0,2.0,81.38238573021182,Albany,New york
3 Elberon Place,3300000,29.0,,,Albany,New york
23 Twiller Street,179900,3.0,1.0,115.75622445187663,Albany,New york
1025 Washington Ave Avenue,279900,3.0,2.0,195.6521739130435,Albany,New york
118 Philip Street,339000,5.0,,283.16610925306577,Albany,New york
49 Albany Street,149900,3.0,2.0,179.4871794871795,Albany,New york
36 Woodridge Street,229000,3.0,1.0,109.25306577480491,Albany,New york
25B Pine Lane Apt 2,150000,2.0,1.0,80.82497212931996,Albany,New york
17 Belvidere Avenue,310000,4.0,3.0,181.80973615756224,Albany,New york
30 Myers Court,310000,3.0,2.0,154.68227424749165,Albany,New york
7 Delafield Drive,239900,3.0,1.0,110.36789297658864,Albany,New york
258 1st Street,114000,6.0,,253.4373838721665,Albany,New york
77 Dove Street,279000,4.0,,222.96544035674472,Albany,New york
261 Quail Street,89900,5.0,,231.8840579710145,Albany,New york
6 Kensington Place,269900,3.0,3.0,112.59754738015609,Albany,New york
23 Slingerland Street,89900,2.0,2.0,137.123745819398,Albany,New york
14 Governor Circle,285000,2.0,2.0,152.35971757710888,Albany,New york
17 Holland Avenue,265000,6.0,,202.15533259011522,Albany,New york
17 Katherine Road,199000,3.0,2.0,98.56930509104423,Albany,New york
275 Third Street,184900,6.0,,166.8524712002973,Albany,New york
6 Garden Street,49000,2.0,1.0,61.315496098104795,Albany,New york
91 Delaware Avenue,379900,6.0,,408.0267558528428,Albany,New york
306 Sheridan Avenue,199900,6.0,,205.12820512820514,Albany,New york
379 Madison Avenue,269900,4.0,,167.22408026755855,Albany,New york
378 Madison Avenue,269900,3.0,,140.46822742474916,Albany,New york
13 Cuyler Avenue,215000,4.0,,191.75027870680046,Albany,New york
539 Hamilton Street,350000,8.0,,,Albany,New york
1 Myrtle Avenue,229900,6.0,,323.29988851727984,Albany,New york
35 Clermont Street,220000,3.0,1.0,124.11742846525456,Albany,New york
325 Consaul Road,369000,3.0,2.0,143.25529542920847,Albany,New york
59 Pinewood Ave Avenue,225000,4.0,2.0,185.0613154960981,Albany,New york
535 Sand Creek Road,525000,5.0,3.0,197.603121516165,Albany,New york
74 Ramsey Place,249900,4.0,2.0,163.13638052768488,Albany,New york
51 Aspen Circle,384900,4.0,3.0,209.03010033444818,Albany,New york
80 Osborne Road,170000,6.0,,157.46934225195096,Albany,New york
78 Osborne Road,195000,4.0,,254.55221107395022,Albany,New york
427 W Lawrence Street,474900,3.0,3.0,213.67521367521368,Albany,New york
8 Ash Grove Place 5,249000,2.0,2.0,160.5351170568562,Albany,New york
792 Cortland Street,349700,4.0,4.0,225.00929022668154,Albany,New york
81 Mordella Rd Road,249900,3.0,2.0,139.35340022296546,Albany,New york
61 Bentwood Court,399900,6.0,4.0,207.17205499814196,Albany,New york
183 First Street,139000,5.0,,226.68153102935713,Albany,New york
18 Wicken Square,295900,3.0,2.0,151.24489037532516,Albany,New york
536 Morris Street St,270000,8.0,,223.8015607580825,Albany,New york
399 State Street Apt 404,124500,1.0,1.0,39.39056112969157,Albany,New york
4 Braintree Street,189000,2.0,1.0,78.40951319212189,Albany,New york
213 Hackett Blvd,279900,3.0,3.0,159.51319212188778,Albany,New york
1 Lincoln Ave Avenue,275000,6.0,,225.93831289483464,Albany,New york
3 Davis Court,399900,4.0,3.0,233.5562987736901,Albany,New york
337 3rd Street,215000,6.0,,,Albany,New york
11 N Greenway,335000,4.0,2.0,154.96098104793757,Albany,New york
73 Eileen Street,279000,5.0,3.0,185.99033816425123,Albany,New york
60 Ten Eyck Avenue,325900,6.0,,291.52731326644374,Albany,New york
130 Sand Creek Road,199000,2.0,1.0,141.02564102564102,Albany,New york
3 Keystone Court,399900,4.0,3.0,185.8045336306206,Albany,New york
11 N Pine Avenue,269000,6.0,3.0,314.47417316982535,Albany,New york
5 Farnam Place,299900,4.0,2.0,154.2177629134151,Albany,New york
11 Grace Street,290000,3.0,2.0,154.03195837978447,Albany,New york
182 Whitehall Road,249900,4.0,2.0,150.87328130806392,Albany,New york
213 Livingston Avenue,53900,3.0,1.0,102.19249349684132,Albany,New york
321 State Street,679900,4.0,4.0,239.0375325157934,Albany,New york
152 Chestnut Street,399000,4.0,3.0,262.7276105536975,Albany,New york
101 Pinehurst Avenue,314900,3.0,2.0,134.89409141583056,Albany,New york
39 Mereline Avenue,109900,3.0,1.0,105.35117056856188,Albany,New york
480 Clinton Avenue,185000,5.0,,201.9695280564846,Albany,New york
291 Northern Boulevard,149900,6.0,,226.3099219620959,Albany,New york
58 Osborne Street,124999,3.0,,179.85878855444074,Albany,New york
414 Second Avenue,150000,7.0,,212.93199554069122,Albany,New york
128 Lark Street,140000,5.0,,270.34559643255295,Albany,New york
14 Central Avenue,200000,6.0,,285.3957636566332,Albany,New york
845 Washington Avenue,149900,3.0,3.0,105.5369751021925,Albany,New york
3 Arcadia Avenue,249900,4.0,,222.96544035674472,Albany,New york
403 Hackett Boulevard,279900,3.0,2.0,125.60386473429952,Albany,New york
26 Aspen Circle,399800,4.0,3.0,287.6254180602007,Albany,New york
2 Amy Marie Court,339000,4.0,2.0,172.79821627647715,Albany,New york
124 2nd Avenue,154900,5.0,2.0,209.68041620215536,Albany,New york
206 Jay Street,295000,3.0,,,Albany,New york
18 N Allen Street,240000,7.0,,207.3578595317726,Albany,New york
187 Shaker Road,274800,5.0,2.0,168.7105165366035,Albany,New york
4 Holmes Court,213500,3.0,1.0,112.96915644741732,Albany,New york
22 Bancroft Street,270000,4.0,2.0,163.87959866220737,Albany,New york
9 Orchard Avenue,239900,3.0,2.0,96.15384615384616,Albany,New york
7 Hazelhurst Avenue,229900,3.0,1.0,102.19249349684132,Albany,New york
71 N Bridge Drive,379000,4.0,2.0,195.37346711259755,Albany,New york
94 Chestnut Street,799900,6.0,,457.82237086584917,Albany,New york
9 Birch Hill Road,465000,4.0,4.0,413.60089186176145,Albany,New york
29 Clermont Street,289900,3.0,2.0,149.94425863991083,Albany,New york
469 Ontario,1449000,,,,Albany,New york
17 Pierce St Street,285000,7.0,,,Albany,New york
48 Euclid Avenue,385000,4.0,3.0,278.7068004459309,Albany,New york
23 Rutland Street,159000,4.0,,,Albany,New york
15 Jeanette Street,90000,3.0,1.0,128.76254180602007,Albany,New york
239 Park Avenue,190000,5.0,,221.1073950204385,Albany,New york
379 Orange Street,99999,6.0,,248.0490523968785,Albany,New york
2 N Manning Boulevard,150000,6.0,,197.69602378298032,Albany,New york
129 Green Street 41,80000,1.0,1.0,81.66109253065775,Albany,New york
220 Hansen,280000,3.0,2.0,,Albany,New york
248 2nd Street,70000,4.0,,222.22222222222223,Albany,New york
688 Central Avenue,350000,10.0,,253.80899293942772,Albany,New york
709 Washington Avenue,189900,3.0,1.0,120.77294685990339,Albany,New york
324 Western Avenue,340000,8.0,,210.3307320698625,Albany,New york
163 Benson Street,215000,4.0,2.0,151.4306949089558,Albany,New york
458 Yates Street,155900,5.0,1.0,170.75436640654033,Albany,New york
598 Livingston Avenue,120000,6.0,,149.38684503901897,Albany,New york
430 3rd Street,145000,8.0,,218.32032701597922,Albany,New york
281 2nd Street,125000,7.0,,150.87328130806392,Albany,New york
136 Green Street,130000,4.0,,153.10293571163137,Albany,New york
307 1st Street,90000,4.0,,112.41174284652546,Albany,New york
154 Lark Street,75000,5.0,,241.54589371980677,Albany,New york
11 Corlear Street,135000,2.0,1.0,66.14641397250094,Albany,New york
80 Grove Avenue,159900,3.0,2.0,134.89409141583056,Albany,New york
24 Beverly Avenue,169500,3.0,1.0,101.44927536231884,Albany,New york
1 Ayre Drive,264900,3.0,2.0,107.02341137123746,Albany,New york
472 Yates Street,145800,4.0,2.0,111.8543292456336,Albany,New york
5 N Elmhurst Avenue,229900,3.0,1.0,137.3095503530286,Albany,New york
2 Tremont Street,250000,4.0,2.0,162.76477146042365,Albany,New york
718 Central Avenue,1500000,18.0,9.0,1427.7220364176887,Albany,New york
12 Birch Hill Road,799000,4.0,5.0,335.4700854700855,Albany,New york
46 Croswell St Street,245000,4.0,2.0,101.63507989594947,Albany,New york
717 Washington Avenue,214900,3.0,2.0,135.2657004830918,Albany,New york
868 Lancaster Street,225000,4.0,1.0,201.50501672240804,Albany,New york
347 Madison Avenue,294900,5.0,,277.9635823114084,Albany,New york
53 N Manning Boulevard,179900,6.0,,174.65626161278337,Albany,New york
27 Hackett Avenue,299900,3.0,,171.68338907469342,Albany,New york
85 Vly Road,349000,3.0,2.0,209.03010033444818,Albany,New york
2 Englewood Place,850000,6.0,5.0,694.9089557785211,Albany,New york
24 Victor St Street,309000,4.0,4.0,185.99033816425123,Albany,New york
15 N Lake Avenue,350000,8.0,,184.132292827945,Albany,New york
139 Grand Street,249000,5.0,,251.39353400222967,Albany,New york
530 Second Street,99900,4.0,,178.37235228539578,Albany,New york
390 2nd Street,105000,4.0,,159.7918989223337,Albany,New york
28 Lexington Avenue,125000,6.0,,306.577480490524,Albany,New york
47 Watervliet Avenue,125000,5.0,,257.52508361204013,Albany,New york
323 1st Street,100000,6.0,,130.06317354143442,Albany,New york
399 State St Unit 907 907,99000,1.0,1.0,31.40096618357488,Albany,New york
399 State St Unit 308 308,99000,1.0,1.0,31.67967298402081,Albany,New york
12 Mereline Avenue,179900,2.0,1.0,85.28428093645485,Albany,New york
32A Pine Ln 3,155000,2.0,1.0,80.82497212931996,Albany,New york
56 Everett Road,199999,3.0,2.0,129.6915644741732,Albany,New york
31 Bertha Street,179900,6.0,,207.3578595317726,Albany,New york
524 Hamilton Street,172000,5.0,,158.8628762541806,Albany,New york
145 Ontario St,335000,8.0,3.0,286.13898179115574,Albany,New york
81 Columbia St Street,550000,9.0,,301.83946488294316,Albany,New york
16 Ten Broeck Place,285000,4.0,,289.8550724637681,Albany,New york
18-24 Ten Broeck Place,300000,4.0,,289.8550724637681,Albany,New york
16-24 Ten Broeck Place,580000,8.0,,575.9940542549239,Albany,New york
357 Clinton Ave Avenue,235000,4.0,,206.05722779635823,Albany,New york
52 Wilshire Drive,275000,3.0,2.0,184.50390189520624,Albany,New york
560 North Pearl Street,550000,12.0,,530.6577480490524,Albany,New york
300 State Street,1100000,6.0,,,Albany,New york
590 Livingston Avenue,139000,3.0,,114.45559271646229,Albany,New york
37 Hurlbut Street,210000,6.0,,200.85470085470087,Albany,New york
14 Emerson,439400,3.0,3.0,200.57599405425495,Albany,New york
17 Homestead Avenue,305000,6.0,,262.7276105536975,Albany,New york
357 Manning Boulevard,242500,4.0,,190.2638424377555,Albany,New york
9 Joseph Terrace,449000,7.0,4.0,284.65254552211076,Albany,New york
192 Ontario Street,719000,7.0,,,Albany,New york
519 Washington Avenue,99900,2.0,1.0,89.18617614269789,Albany,New york
17 Chapel Street 405,449900,2.0,2.0,153.288740245262,Albany,New york
269 Elk Street,165000,4.0,,175.7710888145671,Albany,New york
611 Clinton Avenue,165000,6.0,,172.98402081010778,Albany,New york
26 Lexington Avenue,130000,6.0,,250.8361204013378,Albany,New york
476 Clinton Avenue,120000,4.0,,201.9695280564846,Albany,New york
